Matchup,Open,Closing Range,Close Start Range,Close End Range,Movement,Event,Fight Date
Stefan Struve vs Ben Rothwell,-130,-155 ... -140,-155,-140,-2.4%,UFC on ESPN 7: Overeem vs. Rozenstruik,
Brandon Vera vs Ben Rothwell,-175,+100 ... +105,100,105,-5.6%,UFC 164: Henderson vs. Pettis II,
Gabriel Gonzaga vs Ben Rothwell,250,+195 ... +195,195,195,+22.6%,UFC on FX 7: Belfort vs. Bisping,
Brendan Schaub vs Ben Rothwell,-420,-355 ... -355,-355,-355,-18.6%,UFC 145: Jones vs. Evans,
Mark Hunt vs Ben Rothwell,-150,-185 ... -185,-185,-185,+3.4%,UFC 135: Jones vs. Rampage,
Gilbert Yvel vs Ben Rothwell,200,+285 ... +285,285,285,-8.2%,UFC 115: Liddell vs. Franklin,
Cain Velasquez vs Ben Rothwell,160,+200 ... +200,200,200,+22.1%,UFC 104: Machida vs Rua,
Andrei Arlovski,-210,-240 ... -240,-240,-240,+13.3%,Affliction 1: Banned,Jul 19th 2008
Philipe Lins vs Ion Cutelaba,-150,-105 ... +105,-105,105,-16.7%,UFC Fight Night,Oct 7th 2023
Philipe Lins vs Maxim Grishin,-115,-150 ... -120,-150,-120,+5.7%,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Philipe Lins vs Ovince St.,Preux,+110 +170 ...,110,...,-21.3%,UFC Fight Night 219,+185 Feb 18th 2023
Philipe Lins vs Maxim Grishin,-110,-180 ... -162,-180,-162,+20.8%,UFC Vegas 57,Oct 1st 2022
Philipe Lins vs Marcin Prachnio,-150,-143 ... -120,-143,-120,-12.7%,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Philipe Lins vs Azamat Murzakanov,-225,-250 ... -250,-250,-250,+5%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Philipe Lins vs Ovince St.,Preux,+120 +125 ...,120,...,-1.4%,UFC Fight Night: Holloway vs. Rodriguez,+125 Nov 13th 2021
Philipe Lins vs Tanner Boser,-115,+100 ... +110,100,110,-5%,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Philipe Lins vs Josh Copeland,145,+130 ... +162,130,162,+4.1%,PFL 11: The Championship,Dec 31st 2018
Philipe Lins vs Caio Alencar,155,+150 ... +170,150,170,+1.2%,PFL 8: Playoffs,Oct 5th 2018
Philipe Lins vs Alex Nicholson,-260,-250 ... -240,-250,-240,+9.1%,PFL 4: Palmer vs. Tuerxun,Jul 19th 2018
Philipe Lins vs Vadim Nemkov,-210,-270 ... -270,-270,-270,+16.1%,Bellator 182: Koreshkov vs. Njokuani,Aug 25th 2017
Philipe Lins vs Kleber Raimundo,Silva,+285 +305 ...,285,...,+1%,Bellator 168: Sakara vs. Beltran,+325 Dec 10th 2016
Philipe Lins vs Kelly Anundson,180,+205 ... +205,205,205,-2.5%,Bellator 122: Cooper vs. Halsey,Jul 25th 2014
Philipe Lins vs Austen Heidlage,285,+300 ... +318,300,318,+2.5%,Bellator 121: Heidlage vs. Lins,Jun 6th 2014
Philipe Lins vs Andrei Arlovski,175,+187 ... +195,187,195,-3.6%,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Tanner Boser vs Aleksa Camur,150,+108 ... +130,108,130,+7.3%,UFC,Aug 6th 2023
Tanner Boser vs Ion Curelaba,140,-138 ... -123,-138,-123,+21.5%,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Tanner Boser vs Rodrigo Nascimento,185,+140 ... +155,140,155,+7.4%,UFC Fight Night 211,Sep 17th 2022
Tanner Boser vs Alexander Romanov,-500,-500 ... -500,-500,-500,+3.2%,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Tanner Boser vs Ovince St.,Preux,-105 +150 ...,-105,...,-28%,UFC Fight Night 190: Gane vs. Volkov,+300 Jun 26th 2021
Tanner Boser vs Ilir Latifi,155,+140 ... +155,140,155,+1%,UFC Fight Night 189: Rozenstruik vs. Sakai,Jun 5th 2021
Tanner Boser vs Andrei Arlovski,220,+290 ... +320,290,320,-9.9%,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Tanner Boser vs Raphael Pessoa,160,+193 ... +200,193,200,-4.1%,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Tanner Boser vs Philipe Lins,-115,-139 ... -120,-139,-120,+8.8%,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Tanner Boser vs Ciryl Gane,-280,-675 ... -625,-675,-625,+42.5%,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,Dec 21st 2019
Tanner Boser vs Daniel Spitz,-225,+110 ... +130,110,130,-71.6%,UFC on ESPN 6: Reyes vs. Weidman,Oct 18th 2019
Tanner Boser vs Chase Gormley,325,+332 ... +332,332,332,-0.6%,ACB 88: Brisbane,Jun 16th 2018
Tanner Boser vs Dave Cryer,190,+300 ... +300,300,300,-10.7%,ACB 72: Makovsky vs. Sherbatov,Oct 14th 2017
Tanner Boser vs Dave Cryer,190,+300 ... +300,300,300,-10.7%,ACB 72: Makovsky vs. Sherbatov,Oct 14th 2017
Andrei Arlovski vs Don'tale Mayes,-125,-148 ... -107,-148,-107,+3.3%,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Andrei Arlovski vs Marcos Rogerio,-131,-275 ... -238,-275,-238,+31.3%,UFC Fight Night 213,Oct 29th 2022
Andrei Arlovski vs Jared Vanderaa,250,+120 ... +150,120,150,+18.8%,UFC 271,Feb 12th 2022
Andrei Arlovski vs Carlos Felipe,140,-136 ... -105,-136,-105,+18.8%,UFC Fight Night: Ladd vs. Dumont,Oct 16th 2021
Andrei Arlovski vs Tom Aspinall,-275,-320 ... -250,-320,-250,-1.8%,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Andrei Arlovski vs Tanner Boser,-260,-400 ... -365,-400,-365,+20.6%,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 7th 2020
Andrei Arlovski vs Jairzinho Rozenstruik,-170,-164 ... -157,-164,-157,+3.4%,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019
Andrei Arlovski vs Ben Rothwell,-215,-189 ... -172,-189,-172,-3.9%,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019
Andrei Arlovski vs Augusto Sakai,-130,-165 ... -161,-165,-161,+20.5%,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27th 2019
Andrei Arlovski vs Walt Harris,-175,-227 ... -210,-227,-210,+11.3%,UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018
Andrei Arlovski vs Shamil Abdurakhimov,165,-140 ... -132,-140,-132,+32.2%,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018
Andrei Arlovski vs Tai Tuivasa,-265,-240 ... -230,-240,-230,+4.4%,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Andrei Arlovski vs Junior Albini,-210,-330 ... -320,-330,-320,+28.8%,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Andrei Arlovski vs Marcin Tybura,-190,-230 ... -225,-230,-225,+13.8%,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
Andrei Arlovski vs Francis Ngannou,-350,-420 ... -385,-420,-385,+18.2%,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Andrei Arlovski vs Josh Barnett,-210,-140 ... -130,-140,-130,-20.9%,UFC Fight Night 93: Arlovski vs. Barnett,Sep 3rd 2016
Andrei Arlovski vs Alistair Overeem,-210,-240 ... -215,-240,-215,+11.3%,UFC Fight Night 87: Overeem vs. Arlovski,May 8th 2016
Andrei Arlovski vs Stipe Miocic,-265,-240 ... -205,-240,-205,+4.4%,UFC 195: Lawler vs. Condit,Jan 2nd 2016
Andrei Arlovski vs Frank Mir,140,+135 ... +135,135,135,+5.4%,UFC 191: Johnson vs. Dodson II,Sep 5th 2015
Andrei Arlovski vs Travis Browne,-405,-500 ... -460,-500,-460,+19.8%,UFC 187: Johnson vs. Cormier,May 23rd 2015
Andrei Arlovski vs Antonio Silva,-260,-450 ... -430,-450,-430,+39.8%,UFC Fight Night 51: Big Foot vs. Arlovski II,Sep 13th 2014
Andrei Arlovski vs Brendan Schaub,100,-150 ... -148,-150,-148,+26.7%,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
Andrei Arlovski vs Chase Sherman,110,-144 ... +100,-144,100,+11.5%,UFC on ESPN 22: Whittaker vs. Gastelum,Apr 17th 2021
Andrei Arlovski vs Philipe Lins,-205,-235 ... -225,-235,-225,+5.5%,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Andrei Arlovski vs Stefan Struve,-380,-185 ... -173,-185,-173,-53.5%,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018
Andrei Arlovski vs Mike Kyle,-115,-120 ... -120,-120,-120,+7.8%,World Series Of Fighting 5: Arlovski vs. Kyle,Sep 14th 2013
Andrei Arlovski vs Anthony Johnson,-105,+105 ... +110,105,110,+4%,World Series of Fighting 2: Arlovski vs. Johnson,Mar 23rd 2013
Andrei Arlovski vs Devin Cole,190,+230 ... +230,230,230,0%,World Series of Fighting 1,Nov 3rd 2012
Andrei Arlovski vs Tim Sylvia,-165,-125 ... -125,-125,-125,-20.3%,One FC 5: Pride Of A Nation,Aug 31st 2012
Andrei Arlovski vs Travis Fulton,250,+330 ... +330,330,330,-7%,ProElite 2: Big Guns,Nov 5th 2011
Andrei Arlovski vs Sergei Kharitonov,115,-115 ... -115,-115,-115,+17.6%,Strikeforce: Fedor vs. Silva,Feb 12th 2011
Andrei Arlovski vs Antonio Silva,135,+155 ... +155,155,155,-2.2%,Strikeforce St. Louis: Heavy Artillery,May 15th 2010
Andrei Arlovski vs Brett Rogers,300,+320 ... +320,320,320,-1.7%,Strikeforce: Shields vs Lawler,Jun 6th 2009
Andrei Arlovski vs Fedor Emelianenko,-600,-400 ... -400,-400,-400,-17.6%,Affliction 2: Day Of Reckoning,Jan 24th 2009
Andrei Arlovski vs Roy Nelson,345,+320 ... +320,320,320,+3.5%,EliteXC: Heat,Oct 4th 2008
Andrei Arlovski vs Ben Rothwell,160,+200 ... +200,200,200,-4.2%,Affliction 1: Banned,Jul 19th 2008
Andrei Arlovski vs Jake O,Brien,+300 +270 ...,300,...,+3.6%,UFC 82: Pride Of A Champion,+270 Mar 1st 2008
Tom Aspinall vs Marcin Tybura,250,+350 ... +420,350,420,-9.1%,UFC 292,Jul 22nd 2023
Tom Aspinall vs Curtis Blaydes,-108,+125 ... +142,125,142,-17.9%,UFC Fight Night: Blaydes vs. Aspinall,Jul 23rd 2022
Tom Aspinall vs Alexander Volkov,-146,+100 ... +125,100,125,-29.5%,UFC Fight Night 205,Mar 19th 2022
Tom Aspinall vs Sergey Spivak.,240,+175 ... +225,175,225,+5.3%,UFC Fight Night 191,Sep 4th 2021
Tom Aspinall vs Andrei Arlovski,235,+200 ... +260,200,260,-0.5%,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
Tom Aspinall vs Alan Baudot,250,+450 ... +500,450,500,-11.5%,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Tom Aspinall vs Jake Collier,145,+250 ... +325,250,325,-24.9%,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Alan Baudot vs Josh Parisian,-105,-136 ... -111,-136,-111,+8.8%,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Alan Baudot vs Parker Porter,-200,-303 ... -250,-303,-250,+16.4%,UFC,Feb 19th 2022
Alan Baudot vs Rodrigo Nascimento,-365,-455 ... -335,-455,-335,+4.3%,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Alan Baudot vs Tom Aspinall,-350,-714 ... -600,-714,-600,+39.1%,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Alan Baudot vs Tom Aspinall,-350,-714 ... -600,-714,-600,+39.1%,UFC on ESPN+ 37: Moraes vs. Sandhagen,Oct 10th 2020
Jake Collier vs Mohammed Usman,-150,-188 ... -165,-188,-165,+13.2%,UFC on ESPN 53,Sep 23rd 2023
Jake Collier vs Martin Buday,160,-120 ... -120,-120,-120,+23%,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
Jake Collier vs Martin Buday,-120,-150 ... -132,-150,-132,+7.4%,UFC Fight Night 224,Apr 29th 2023
Jake Collier vs Chris Barnett,250,+333 ... +420,333,420,-10.9%,UFC 279,Sep 10th 2022
Jake Collier vs Andrei Arlovski.,-190,-143 ... -110,-143,-110,-28.6%,UFC Fight Night: Font vs. Vera,Apr 30th 2022
Jake Collier vs Chase Sherman,-115,+110 ... +120,110,120,-13.2%,UFC Fight Night 201,Jan 15th 2022
Jake Collier vs Carlos Felipe,-200,-178 ... -140,-178,-140,-15.9%,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
Jake Collier vs Gian Villante,-150,-200 ... -186,-200,-186,+13.2%,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Jake Collier vs Tom Aspinall,-170,-400 ... -333,-400,-333,+37.7%,UFC on ESPN 14: Whittaker vs. Till,Jul 25th 2020
Jake Collier vs Marcel Fortuna,-215,-255 ... -250,-255,-250,+15.3%,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017
Jake Collier vs Devin Clark,-150,-150 ... -140,-150,-140,+6.7%,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Jake Collier vs Alberto Pereira,-150,-130 ... -120,-130,-120,-2.4%,UFC Fight Night 88: Almeida vs. Garbrandt,May 29th 2016
Jake Collier vs Dongi Yang,-125,+105 ... +105,105,105,-3.9%,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28th 2015
Jake Collier vs Ricardo Abreu,-210,-200 ... -175,-200,-175,+1.1%,UFC Fight Night 68: Henderson vs. Boetsch,Jun 6th 2015
Jake Collier vs Vitor Miranda,160,+155 ... +165,155,165,+5.5%,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
Jake Collier vs Gabriel Checco,-110,+130 ... +130,130,130,-11.4%,RFA 19: Collier vs. Checco,Oct 10th 2014
Jake Collier vs Gabriel Checco,-110,+130 ... +130,130,130,-11.4%,RFA 19: Collier vs. Checco,Oct 10th 2014
Gian Villante vs Chris Barnett,130,-110 ... +112,-110,112,+7.1%,UFC 268: Usman vs. Covington 2,Nov 6th 2021
Gian Villante vs Jake Collier,130,+161 ... +170,161,170,-9.6%,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
Gian Villante vs Maurice Greene,-215,-290 ... -278,-290,-278,+15.2%,UFC on ESPN 12: Poirier vs. Hooker,Jun 27th 2020
Gian Villante vs Michal Oleksiejczuk,-190,-220 ... -210,-220,-210,+4.7%,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Gian Villante vs Ed Herman,220,+185 ... +200,185,200,+6.5%,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Gian Villante vs Sam Alvey,-190,-155 ... -140,-155,-140,-9.6%,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
Gian Villante vs Francimar Barroso,165,+135 ... +144,135,144,+9.8%,UFC 220: Miocic vs. Ngannou,Jan 20th 2018
Gian Villante vs Patrick Cummins,-130,+170 ... +175,170,175,-28.3%,UFC on FOX 25: Weidman vs. Gastelum,Jul 22nd 2017
Gian Villante vs Mauricio Rua,-175,-159 ... -155,-159,-155,+0.8%,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Gian Villante vs Saparbek Safarov,165,+145 ... +165,145,165,+5.8%,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 9th 2016
Gian Villante vs Ilir Latifi,-150,-185 ... -180,-185,-180,+18.6%,UFC 196: McGregor vs. Diaz,Mar 5th 2016
Gian Villante vs Anthony Perosh,225,+450 ... +465,450,465,-14%,UFC 193: Rousey vs. Holm,Nov 14th 2015
Gian Villante vs Tom Lawlor,130,+180 ... +180,180,180,-8.4%,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25th 2015
Gian Villante vs Corey Anderson,-230,-400 ... -400,-400,-400,+36.9%,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
Gian Villante vs Sean O'Connell,235,+245 ... +250,245,250,+2.7%,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014
Gian Villante vs Fabio Maldonado,115,+250 ... +260,250,260,-22.9%,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014
Gian Villante vs Cody Donovan,250,+280 ... +310,280,310,+0.1%,UFC 167: St-Pierre vs. Hendricks,Nov 16th 2013
Gian Villante vs Ovince St.,Preux,-175 -155 ...,-175,...,0%,UFC 159: Jones vs. Sonnen,-145 Apr 27th 2013
Gian Villante vs Trevor Smith,115,+115 ... +115,115,115,0%,Strikeforce: Rockhold vs. Jardine,Jan 7th 2012
Gian Villante vs Keith Berry,280,+340 ... +340,340,340,-4.5%,Strikeforce Challengers 18,Aug 12th 2011
Gian Villante vs Lorenz Larkin,-240,+105 ... +105,105,105,-49.8%,Strikeforce Challengers 16: Fodor vs. Terry,Jun 24th 2011
Gian Villante vs Chad Griggs,140,+230 ... +230,230,230,-15.9%,Strikeforce: Fedor vs. Silva,Feb 12th 2011
Michal Oleksiejczuk vs Ovince St.,Preux,+160 +225 ...,160,...,-9.7%,UFC on ESPN+ 18: Hermansson vs. Cannonier,+250 Sep 28th 2019
Michal Oleksiejczuk vs Gadzhimurad Antigulov,130,+175 ... +185,175,185,-8.6%,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019
Michal Oleksiejczuk vs Gian Villante,165,+175 ... +180,175,180,-4%,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019
Michal Oleksiejczuk vs Khalil Rountree,-260,-360 ... -350,-360,-350,+28.8%,UFC 219: Cyborg vs. Holm,Dec 30th 2017
Michal Oleksiejczuk vs Modestas Bukauskas,135,+140 ... +163,140,163,-6%,UFC 260: Miocic vs. Ngannou 2,Mar 27th 2021
Michal Oleksiejczuk vs Jimmy Crute,120,-105 ... +100,-105,100,+9.4%,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Modestas Bukauskas vs Zac Pauga,130,+150 ... +175,150,175,-4.9%,UFC Fight Night 227,Jun 17th 2023
Modestas Bukauskas vs Tyson Pedro,-1000,-250 ... -205,-250,-205,-179.7%,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Modestas Bukauskas vs Chuck Campbell,160,+200 ... +225,200,225,-8%,Cage Warriors 148,Dec 31st 2022
Modestas Bukauskas vs Lee Chadwick,170,+260 ... +360,260,360,-17.1%,Cage Warriors 145,Nov 4th 2022
Modestas Bukauskas vs Khalil Rountree,Jr.,-150 +125 ...,-150,...,-41.5%,UFC Fight Night 191,+140 Sep 4th 2021
Modestas Bukauskas vs Jimmy Crute,-180,-305 ... -255,-305,-255,+23.2%,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 17th 2020
Modestas Bukauskas vs Andreas Michailidis,205,+100 ... +110,100,110,+22.9%,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Modestas Bukauskas vs Riccardo Nosiglia,195,+210 ... +220,210,220,-0.3%,Cage Warriors 111: Webb vs. Frederick II,Nov 22nd 2019
Modestas Bukauskas vs Marthin Hamlet,-350,-365 ... -365,-365,-365,+1.4%,Cage Warriors 106: Night of Champions,Jun 29th 2019
Modestas Bukauskas vs Michal Oleksiejczuk,-155,-189 ... -175,-189,-175,+6.7%,UFC 260: Miocic vs. Ngannou 2,Mar 27th 2021
Jimmy Crute vs Alonzo Menifield,-125,+115 ... +135,115,135,-16.5%,UFC,Jul 9th 2023
Jimmy Crute vs Alonzo Menifield,195,+135 ... +155,135,155,+8.9%,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Jimmy Crute vs Jamahal Hill,185,+140 ... +170,140,170,+4.7%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Jimmy Crute vs Modestas Bukauskas,155,+215 ... +255,215,255,-14.5%,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 17th 2020
Jimmy Crute vs Anthony Smith,135,+163 ... +210,163,210,-15.3%,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Jimmy Crute vs Michal Oleksiejczuk,-150,-125 ... -115,-125,-115,-11.1%,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
Anthony Smith vs Ryan Spann,-138,-138 ... -126,-138,-126,-1%,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
Anthony Smith vs Johnny Walker,-155,-130 ... -116,-130,-116,-17.5%,UFC Fight Night: Smith vs Walker,May 13th 2023
Anthony Smith vs Magomed Ankalaev,-400,-700 ... -475,-700,-475,+25.1%,UFC 277: Pena vs. Nunes 2,Jul 30th 2022
Anthony Smith vs Ryan Spann,140,+110 ... +140,110,140,+1%,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Anthony Smith vs Devin Clark,135,+115 ... +125,115,125,+3.7%,UFC on ESPN 18: Smith vs. Clark,Nov 28th 2020
Anthony Smith vs Aleksandar Rakic,-235,-250 ... -240,-250,-240,+0.7%,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
Anthony Smith vs Alexander Gustafsson,-245,-335 ... -320,-335,-320,+24%,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Anthony Smith vs Jon Jones,-900,-800 ... -714,-800,-714,-16.7%,UFC 235: Jones vs. Smith,Mar 2nd 2019
Anthony Smith vs Volkan Oezdemir,-210,-175 ... -157,-175,-157,-7.4%,UFC Fight Night 138: Volkan vs. Smith,Oct 27th 2018
Anthony Smith vs Mauricio Rua,135,+122 ... +130,122,130,+6.7%,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018
Anthony Smith vs Rashad Evans,190,+180 ... +188,180,188,+7.5%,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Anthony Smith vs Thiago Santos,-230,-255 ... -245,-255,-245,+13.7%,UFC Fight Night 125: Machida vs. Anders,Feb 3rd 2018
Anthony Smith vs Hector Lombard,-160,+135 ... +138,135,138,-34.4%,UFC Fight Night 116: Rockhold vs. Branch,Sep 16th 2017
Anthony Smith vs Andrew Sanchez,-210,-350 ... -330,-350,-330,+31.2%,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Anthony Smith vs Elvis Mutapcic,105,-107 ... -105,-107,-105,+10%,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Anthony Smith vs Cezar Ferreira,-120,-115 ... -110,-115,-110,+4.8%,UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia,Jul 8th 2016
Anthony Smith vs Leonardo Augusto,Leleco,+130 +115 ...,130,...,+8.8%,UFC Fight Night 83: Cowboy vs. Cowboy,+115 Feb 21st 2016
Anthony Smith vs Brock Jardine,235,+175 ... +175,175,175,+6.4%,RFA 30: Smith vs. Jardine,Sep 18th 2015
Anthony Smith vs Jimmy Crute,-155,-250 ... -200,-250,-200,+19.2%,UFC 261: Usman vs. Masvidal 2,Apr 24th 2021
Anthony Smith vs Glover Teixeira,135,+187 ... +195,187,195,-11.8%,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020
Anthony Smith vs Antonio Braga,Neto,-230 -255 ...,-230,...,+13.7%,UFC on FUEL TV 10: Nogueira vs. Werdum 2,-240 Jun 8th 2013
Anthony Smith vs Roger Gracie,-305,-335 ... -325,-335,-325,+16.2%,Strikeforce: Marquardt vs. Saffiedine,Jan 12th 2013
Anthony Smith vs Lumumba Sayers,-300,-250 ... -235,-250,-235,-2.2%,Strikeforce: Rousey vs. Kaufman,Aug 18th 2012
Anthony Smith vs Adlan Amagov,-350,-280 ... -280,-280,-280,+1.4%,Strikeforce Challengers 20: Britt vs. Sayers,Nov 18th 2011
Devin Clark vs Kennedy Nzechukwu,115,-188 ... -170,-188,-170,+30.9%,UFC Fight Night 225,May 6th 2023
Devin Clark vs Da Un,Jung,-250 -275 ...,-250,...,+7.9%,UFC Fight Night: Lewis vs. Spivak,-250 Feb 4th 2023
Devin Clark vs Azamat Murzakanov,-175,-165 ... -143,-165,-143,-9.6%,UFC Fight Night: Vera vs. Cruz,Aug 13th 2022
Devin Clark vs William Knight,130,+137 ... +160,137,160,-6.3%,UFC Fight Night: UFC Fight Night 206,Apr 16th 2022
Devin Clark vs Ion Curelaba,-105,-182 ... -155,-182,-155,+21.8%,UFC Fight Night: Smith vs. Spann,Sep 18th 2021
Devin Clark vs Anthony Smith,-155,-152 ... -135,-152,-135,-7.8%,UFC on ESPN 18: Smith vs. Clark,Nov 28th 2020
Devin Clark vs Dequan Townsend,170,+300 ... +320,300,320,-14.6%,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
Devin Clark vs Ryan Spann,-215,-183 ... -175,-183,-175,-4.3%,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12th 2019
Devin Clark vs Darko Stosic,-265,-125 ... -110,-125,-110,-46%,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
Devin Clark vs Aleksandar Rakic,-400,-625 ... -550,-625,-550,+26.6%,UFC 231: Holloway vs. Ortega,Dec 8th 2018
Devin Clark vs Mike Rodriguez,-120,-115 ... -115,-115,-115,+6.1%,UFC 223: Nurmagomedov vs. Iaquinta,Apr 7th 2018
Devin Clark vs Jan Blachowicz,110,+130 ... +130,130,130,0%,UFC Fight Night 118: Cerrone vs. Till,Oct 21st 2017
Devin Clark vs Jake Collier,110,+120 ... +130,120,130,+1.4%,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
Devin Clark vs Josh Stansbury,-135,-105 ... -104,-105,-104,-4.8%,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Devin Clark vs Alex Nicholson,175,+180 ... +180,180,180,+3.9%,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
Devin Clark vs Rafael Viana,175,+165 ... +165,165,165,+3.9%,RFA 37: Viana vs. Clark,Apr 15th 2016
Devin Clark vs Alonzo Menifield,-330,-278 ... -214,-278,-214,-23.3%,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Alonzo Menifield vs Jimmy Crute,-105,-160 ... -138,-160,-138,+18.9%,UFC,Jul 9th 2023
Alonzo Menifield vs Jimmy Crute,-230,-186 ... -160,-186,-160,-20.4%,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
Alonzo Menifield vs Misha Cirkunov,140,+160 ... +180,160,180,-9.7%,UFC Fight Night 212,Oct 15th 2022
Alonzo Menifield vs Askar Mozharov,110,+200 ... +230,200,230,-27.8%,UFC Fight Night 211,Jun 4th 2022
Alonzo Menifield vs William Knight,110,+130 ... +150,130,150,-6.7%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Alonzo Menifield vs Ed Herman,120,+190 ... +240,190,240,-25.3%,UFC 265: Lewis vs. Gane,Aug 7th 2021
Alonzo Menifield vs Ovince St.,Preux,-105 +125 ...,-105,...,-13.9%,UFC on ESPN+ 34: Overeem vs. Sakai,+140 Sep 5th 2020
Alonzo Menifield vs Paul Craig,185,+225 ... +305,225,305,-5.9%,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Alonzo Menifield vs Vinicius Moreira,195,+200 ... +250,200,250,-0.5%,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Alonzo Menifield vs Dashawn Boatwright,400,+365 ... +380,365,380,+3.8%,Dana White's Contender Series 9,Jun 12th 2018
Alonzo Menifield vs Brice Ritani-Coe,400,+550 ... +600,550,600,-7.3%,LFA 33: Willis vs. Stewart,Feb 16th 2018
